Index,model,dataset,image,image_path,img_url,true_artist,true_genre,true_style,true_school,true_technique,true_technique_macro,true_historical_period,true_wol_linear_vs_painterly,true_wol_plane_vs_recession,true_wol_closed_vs_open_form,true_wol_multiplicity_vs_unity,true_wol_absolute_vs_relative_clarity,pred_artist_1,pred_artist_2,pred_artist_3,pred_genre,pred_style,pred_technique,pred_school,pred_historical_period,pred_wol_linear_vs_painterly,pred_wol_plane_vs_recession,pred_wol_closed_vs_open_form,pred_wol_multiplicity_vs_unity,pred_wol_absolute_vs_relative_clarity,pred_short_description
46,gemini,waga,47,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/107_the-casual-lover-1716.jpg!Blog.jpg,,,,,,,,4.0,3.6,1.8,3.4,2.6,Antoine Watteau,Jean-Honoré Fragonard,François Boucher,genre,Baroque,oil,french,1701-1750,4,3,2,4,4,"A full-length portrait of a young man in theatrical costume, possibly Pierrot, stands centrally against a muted, atmospheric landscape. He wears a pale grey-green satin suit, a ruffled white collar, and a matching hat adorned with a pink flower. A draped red cloak falls from his left shoulder. His arms are outstretched, and he gazes slightly upwards with a wistful expression. The background features dark foliage on the left and a hazy, lighter sky on the right."
47,gemini,waga,48,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1080_the-transfiguration-1520.jpg!Blog.jpg,,,,,,,,3.6,3.2,4.4,4.4,4.6,Raphael,Giulio Romano,Correggio,religious,Renaissance,oil,italian,1501-1550,2,5,5,5,4,"A large religious painting depicting the Transfiguration of Christ in the upper section, where he floats radiantly between two prophets, observed by three awestruck disciples. Below, a chaotic scene unfolds with a crowd of people, including the remaining disciples, struggling with a demon-possessed boy. A kneeling woman gestures upwards, connecting the earthly suffering with the divine intervention. The composition is dynamic, with dramatic lighting and expressive figures."
48,gemini,waga,49,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1087_master-hare-1789.jpg!Blog.jpg,,,,,,,,4.2,2.8,3.4,3.6,2.2,Thomas Gainsborough,Joshua Reynolds,George Romney,portrait,Romanticism,oil,english,1751-1800,5,4,4,4,4,"A portrait of a young child with reddish-brown curly hair, wearing a white dress with a red sash. The child is depicted outdoors, pointing with their right arm towards the left. The background features a dark tree on the right and a hazy landscape with distant trees and a cloudy sky on the left. The brushwork is loose and painterly, creating a soft, atmospheric effect."
49,gemini,waga,50,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/108_john-whetham-or-kirklington-nottinghamshire-1782.jpg!Blog.jpg,,,,,,,,4.4,3.2,2.4,3.6,2.0,Thomas Gainsborough,Joshua Reynolds,George Romney,portrait,Academic / Traditional,oil,english,1751-1800,5,4,3,4,4,"A half-length portrait of a gentleman in 18th-century attire, featuring a dark fur-trimmed coat, a ruffled yellow waistcoat, and a dark hat. He stands against a dramatic, dark background with a lighter, distant landscape or sea visible to his right. His left hand rests on his hip, while his right hand holds a stick or sword hilt. He looks directly at the viewer."
50,gemini,waga,51,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/108_virgin-annunciate-from-the-exterior-of-the-right-panel-of-the-ghent-altarpiece-1432.jpg!Blog.jpg,,,,,,,,3.2,1.8,1.4,2.2,2.2,Jan van Eyck,Robert Campin,Rogier van der Weyden,religious,Renaissance,oil,flemish,1401-1450,1,4,1,4,1,"A religious panel painting depicting the Annunciation. In the main panel, the Virgin Mary kneels in a richly detailed interior, looking upwards as the Holy Spirit descends as a dove. In an arched lunette above, God the Father is seated, holding a scroll. The scene is rendered with meticulous detail, precise lighting, and rich drapery, characteristic of Early Netherlandish art."
51,gemini,waga,52,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1093_dieser-stern-lehrt-beugen-1940.jpg!Blog.jpg,,,,,,,,2.2,3.0,4.8,3.2,4.0,Joan Miró,Pierre Alechinsky,Jean Dubuffet,other,Abstract (large family),tempera,spanish,1851-1900,2,1,2,2,1,"An abstract composition featuring bold, black, calligraphic lines and biomorphic shapes against a vibrant, flat blue background. The forms are simplified, resembling stick figures or symbols, arranged dynamically across the canvas. Visible brushstrokes give the black elements a textured, spontaneous quality, creating an impression of playful symbolism and energetic abstraction."
52,gemini,waga,53,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1093_theology-from-the-stanza-della-segnatura-1511.jpg!Blog.jpg,,,,,,,,3.2,2.6,1.2,2.0,3.2,Raphael,Perugino,Fra Bartolomeo,religious,Renaissance,fresco,italian,1501-1550,1,2,2,4,1,"A tondo fresco depicts a crowned female allegorical figure, personifying Theology, seated on clouds. She wears red and green robes, holds a book, and points downwards. Two winged putti flank her, holding plaques that read ""DIVINARUM RERUM NOTITIA."" The background is a golden mosaic pattern."
53,gemini,waga,54,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1100_mrs-crewe-1761.jpg!Blog.jpg,,,,,,,,4.4,2.0,2.0,3.0,3.2,Joshua Reynolds,Thomas Gainsborough,George Romney,portrait,Academic / Traditional,oil,english,1751-1800,4,4,2,4,4,"A full-length portrait depicts a woman in a flowing, light brown gown, holding an ornate urn. She stands beside a winged, nude child (putto) who clings to her drapery. The figures are illuminated against a dark, indistinct landscape background with hints of light on the left. The woman looks towards the viewer, while the child gazes to the left."
54,gemini,waga,55,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/11039_the-port-of-palais-belle-ile-1896.jpg!Blog.jpg,,,,,,,,5.0,3.6,3.8,4.6,4.4,Henri Matisse,André Derain,Maurice de Vlaminck,landscape,Expressionism,oil,french,1851-1900,5,4,5,4,5,"An oil painting depicts a waterside scene with buildings under a cloudy sky. Broad, visible brushstrokes define the forms of houses, a body of water reflecting the sky, and a path or bank on the right. Colors are applied in distinct patches, with yellows, greens, blues, and muted pinks dominating the palette. The composition suggests depth while emphasizing the painterly surface."
55,gemini,waga,56,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/11051_portrait-of-a-lady-1920.jpg!Blog.jpg,,,,,,,,4.4,2.4,2.8,3.0,1.8,John Singer Sargent,Anders Zorn,Giovanni Boldini,portrait,Academic / Traditional,oil,american,1851-1900,4,4,4,4,4,"A portrait depicts a young woman with dark, bobbed hair, wearing a light-colored, flowing dress and a long green beaded necklace. She is seated, leaning forward with her arms crossed on a small, ornate wooden table. Her gaze is directed towards the viewer, with a subtle smile. The background is dark and indistinct, with a hint of a chair on the right, emphasizing the figure."
56,gemini,waga,57,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/11053_princess-louise-mountbatten-1907.jpg!Blog.jpg,,,,,,,,5.0,3.0,2.8,2.6,1.0,Philip Alexius de László,John Singer Sargent,Giovanni Boldini,portrait,Realism,oil,hungarian,1851-1900,5,4,4,4,4,"A half-length portrait of a young woman with reddish-brown hair, looking directly at the viewer. She wears a large, light-colored hat adorned with feathers and a flowing, yellowish-orange shawl or drapery. The background is dark and indistinct, rendered with loose, warm brushstrokes. The overall impression is elegant and painterly, with a focus on light and texture."
57,gemini,waga,58,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1106_portrait-of-french-poet-gustave-kahn-1896.jpg!Blog.jpg,,,,,,,,2.4,2.2,2.8,1.0,1.8,Edvard Munch,Ernst Ludwig Kirchner,Emil Nolde,portrait,Expressionism,drawing,norwegian,1851-1900,1,1,1,5,1,"A stark, black and white graphic portrait of a man with a mustache and goatee. The face is rendered with thick, expressive lines and solid black shapes, emphasizing the contours of the head, hair, and facial features. The eyes are closed or heavily lidded, conveying a sense of introspection or weariness. A small monogram 'EV' is visible in the bottom right corner."
58,gemini,waga,59,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/110_the-third-hand-1947.jpg!Blog.jpg,,,,,,,,4.8,4.0,3.6,4.6,3.8,Antoni Tàpies,Robert Motherwell,Jean-Michel Basquiat,other,Abstract (large family),oil,catalan,1851-1900,5,4,5,4,5,"An abstract, vertical painting characterized by vibrant, gestural brushstrokes and thick impasto. It features a dynamic interplay of reds, blues, yellows, oranges, and purples against a darker, earthy background. Several black and red handprints are visible, alongside organic, blob-like forms. The composition conveys raw energy and texture, with paint drips and expressive marks creating a sense of movement across the canvas."
59,gemini,waga,60,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1111_mrs-peter-beckford-1782.jpg!Blog.jpg,,,,,,,,4.6,3.4,3.2,3.6,3.2,George Romney,Joshua Reynolds,Thomas Gainsborough,portrait,Neoclassicism / Classicism,oil,english,1751-1800,4,4,3,4,4,"A full-length portrait of an elegant woman in a golden gown, holding a small glowing urn. She stands beside a classical altar with smoke rising, and a classical statue is visible behind her. Columns and a partially obscured figure frame the background, suggesting a grand, possibly allegorical, setting. The dramatic lighting highlights the central figure and the object she holds."
60,gemini,waga,61,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/112_sacrifice-of-isaac-1544.jpg!Blog.jpg,,,,,,,,2.2,4.8,2.2,2.6,2.2,Jusepe de Ribera,Mattia Preti,Giovanni Battista Langetti,religious,Baroque,oil,italian,1601-1650,4,5,5,5,4,"A dramatic Baroque painting depicts the biblical Sacrifice of Isaac. An elderly, muscular Abraham, with a raised dagger, is about to strike his son Isaac, who lies bound on a pyre. An angel descends from the stormy sky, grasping Abraham's wrist to prevent the act. A donkey and a ram are visible in the lower left and right corners, respectively. The scene is rendered with intense chiaroscuro and dynamic composition."
61,gemini,waga,62,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1134_portrait-of-georgiana-duchess-of-devonshire-1776.jpg!Blog.jpg,,,,,,,,4.6,3.4,4.2,2.6,2.0,Thomas Gainsborough,Joshua Reynolds,George Romney,portrait,Romanticism,oil,english,1751-1800,5,4,4,5,4,"A full-length portrait of a woman in an elaborate white gown and feathered hairstyle, standing outdoors. She leans on a stone balustrade, gazing towards the viewer. The background features dark, lush trees and a lighter, atmospheric sky with distant landscape elements, rendered with loose, painterly brushwork."
62,gemini,waga,63,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1138_christ-among-the-doctors-in-the-temple-1503.jpg!Blog.jpg,,,,,,,,2.6,3.0,1.4,4.0,4.4,Albrecht Dürer,Lucas Cranach the Elder,Hans Holbein the Younger,religious,Renaissance,drawing,german,1501-1550,1,4,2,4,1,"A detailed black and white print depicts a crowded interior scene under a grand archway. Numerous robed figures, likely scholars and onlookers, gather around a central group where a young figure engages with older men seated at a desk. Architectural elements include a large column, a decorated balcony, and various arches, all rendered with precise linear detail and hatching for shading."
63,gemini,waga,64,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/113_lamentation-over-the-dead-christ-1502.jpg!Blog.jpg,,,,,,,,2.8,1.4,1.4,1.6,4.2,Andrea Mantegna,Piero della Francesca,Domenico Ghirlandaio,religious,Renaissance,fresco,italian,1451-1500,1,2,1,4,1,"A fresco depicts the Lamentation over the Dead Christ. Christ's body lies horizontally on a sarcophagus-like structure, attended by several grieving figures. A standing male figure is on the left, and a standing female figure on the right. Two figures kneel over Christ, one supporting his head, the other his feet. The background is a dark, arched niche, and a classical relief adorns the sarcophagus."
64,gemini,waga,65,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/113_self-portrait-1562.jpg!Blog.jpg,,,,,,,,5.0,2.2,3.2,2.6,1.6,Titian,Tintoretto,Jacopo Bassano,portrait,Renaissance,oil,italian,1551-1600,5,4,3,5,4,"A half-length portrait depicts an elderly man with a long white beard and a dark cap. He wears a white shirt, a red beaded necklace, and a dark, fur-lined coat. His left hand rests on a light-colored, draped surface, while his right hand is partially visible. The man gazes upwards and to the right, against a dark, textured background."
65,gemini,waga,66,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1141_the-last-supper-detail-1525.jpg!Blog.jpg,,,,,,,,2.4,1.0,1.2,2.8,5.0,Raphael,Pietro Perugino,Fra Bartolomeo,religious,Renaissance,fresco,italian,1501-1550,1,4,1,5,1,"An arched fresco depicts the Last Supper. Jesus and his twelve disciples are seated at a long white-draped table in a rectangular room. Above them, three arched windows reveal a cloudy sky, with two figures observing from the central window. The figures are arranged symmetrically, with Jesus at the center, and are rendered with clear outlines and distinct forms."
66,gemini,waga,67,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1142_christ-appears-to-mary-magdalene-1511.jpg!Blog.jpg,,,,,,,,2.8,4.0,3.4,3.0,2.6,Albrecht Dürer,Lucas Cranach the Elder,Hans Baldung Grien,religious,Renaissance,drawing,german,1501-1550,1,4,2,4,1,"A black and white woodcut depicts a biblical scene of 'Noli me tangere'. A bearded man, resembling a gardener with a shovel, stands on the left, pointing towards a kneeling woman on the right. She reaches out to him. A jar sits between them. In the background, a path leads to a town with smaller figures under a radiant sky. The foreground features detailed foliage and a partial monogram."
67,gemini,waga,68,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1145_struck-from-the-list-1933.jpg!Blog.jpg,,,,,,,,4.2,4.4,4.0,4.2,4.4,Paul Klee,Wassily Kandinsky,Joan Miró,portrait,Expressionism,oil,german,1851-1900,2,1,2,4,4,"An abstract composition featuring earthy tones of brown, orange, grey, and yellow. A prominent black 'X' diagonally crosses the canvas, intersecting a large orange circle on the left. On the right, a semi-abstract head-like form with a suggested eye, nose, and beard is visible. The surface has a textured, painterly quality, with visible brushstrokes and layered colors, creating a somewhat rough yet cohesive visual."
68,gemini,waga,69,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1149_deer-shelter-1868.jpg!Blog.jpg,,,,,,,,4.2,4.0,4.6,4.0,4.6,Gustave Courbet,Rosa Bonheur,Constant Troyon,landscape,Realism,oil,french,1851-1900,4,4,4,4,4,"A winter forest scene depicts two deer, one standing with antlers and one lying down, amidst snow-dusted ground and fallen autumn leaves. Large, gnarled tree branches, also covered in snow, dominate the upper and left portions of the composition, creating a natural archway. The light suggests a muted, possibly overcast, day, highlighting the texture of the bark and foliage."
